Age,Gender,Monthly_Income,Occupation,Location_Type,Cinema_Visit_Frequency,Spend_Per_Visit,Movie_Importance,Preferred_Genres,Preferred_Time,Movie_Companion,Group_Movie_Conflict,Use_Poll_Booking,Seat_Importance,Pay_Extra_Seat,Buy_Snacks,Use_Snack_Preorder,Enjoy_PostCredit,Want_Spoiler_Free_Alerts,Inclusive_Screenings,Eco_Labels_Influence,Follow_Fan_Communities,Want_Exclusive_Content,AI_Recommendation_Interest,Loyalty_SplitPay_Interest,Use_App_Regularly
42,Non-binary,1608,Student,Tier-1 City,Occasionally,70,5,"Romance, Other, Drama, Comedy, Sci-Fi, Horror",Afternoon,Family,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,5,Yes
46,Non-binary,3416,Working Professional,Tier-2 City,Never,98,2,"Action, Comedy, Romance, Drama, Horror, Documentary, Animation, Other",Morning,Alone,No,Yes,1,Yes,No,No,Yes,No,No,Yes,Yes,No,3,5,Yes
41,Prefer not to say,3625,Student,Tier-1 City,Monthly,252,2,"Romance, Animation, Documentary, Action",Night,Friends/Group,Yes,Yes,5,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,2,Yes
34,Female,1412,Other,Tier-2 City,Occasionally,78,4,"Sci-Fi, Other, Action, Documentary, Drama, Horror, Comedy",Night,Family,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,Yes
38,Female,1158,Retired,Tier-1 City,Weekly,86,4,"Sci-Fi, Horror, Drama, Other",Night,Partner,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,1,Yes
26,Male,4793,Student,Rural Area,Occasionally,90,2,"Comedy, Drama, Animation, Sci-Fi",Afternoon,Family,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,5,No
49,Prefer not to say,2539,Other,Town,Rarely,87,5,"Action, Comedy, Documentary, Romance, Animation, Horror, Other, Drama",Night,Family,No,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,4,No
47,Male,1149,Retired,Tier-1 City,Occasionally,68,5,"Animation, Comedy, Romance, Other, Documentary, Action, Sci-Fi, Drama",Afternoon,Friends/Group,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,3,5,Yes
47,Female,14179,Homemaker,Rural Area,Never,96,3,"Comedy, Other, Action, Documentary",Morning,Friends/Group,No,No,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,1,5,Yes
57,Prefer not to say,1148,Student,Tier-1 City,Monthly,72,4,"Other, Comedy, Sci-Fi, Documentary, Drama, Horror",Evening,Friends/Group,No,No,3,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1,2,Yes
51,Non-binary,3968,Student,Tier-1 City,Monthly,63,5,"Documentary, Animation, Horror, Drama, Action, Other, Romance",Afternoon,Family,Yes,Yes,4,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,4,1,Yes
26,Prefer not to say,11288,Homemaker,Rural Area,Never,63,1,"Other, Action, Romance, Animation",Afternoon,Partner,Yes,No,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4,2,Yes
17,Non-binary,1683,Homemaker,Tier-1 City,Rarely,113,3,"Comedy, Action, Romance, Documentary, Drama, Animation, Other, Sci-Fi",Evening,Alone,Yes,No,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,3,No
15,Non-binary,1383,Student,Tier-1 City,Never,60,3,"Comedy, Sci-Fi, Animation, Horror, Romance, Documentary, Drama, Action",Evening,Family,No,Yes,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1,1,Yes
47,Prefer not to say,1323,Homemaker,Town,Occasionally,100,2,"Drama, Horror, Comedy, Romance, Documentary, Other, Sci-Fi",Morning,Friends/Group,No,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5,2,Yes
54,Non-binary,1903,Working Professional,Rural Area,Never,52,4,"Sci-Fi, Romance, Action, Other, Documentary",Night,Alone,Yes,No,4,No,No,Yes,No,Yes,No,Yes,Yes,Yes,1,1,Yes
24,Male,1266,Retired,Rural Area,Never,84,5,"Comedy, Action, Documentary, Sci-Fi, Romance",Afternoon,Partner,Yes,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,5,3,Yes
57,Female,3945,Retired,Tier-2 City,Rarely,80,5,"Other, Comedy, Drama, Documentary, Animation, Romance, Horror",Night,Alone,Yes,No,3,No,Yes,Yes,Yes,No,No,Yes,No,No,3,5,Yes
58,Non-binary,1160,Retired,Tier-1 City,Occasionally,107,3,"Other, Drama, Comedy, Animation, Romance, Documentary, Action, Horror, Sci-Fi",Afternoon,Friends/Group,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,4,Yes
43,Male,2780,Working Professional,Town,Weekly,61,4,"Action, Documentary, Romance, Sci-Fi, Other, Drama, Horror, Animation, Comedy",Morning,Family,Yes,Yes,5,Yes,Yes,No,No,Yes,No,No,Yes,Yes,3,2,No
27,Non-binary,15282,Homemaker,Tier-1 City,Weekly,56,4,"Horror, Documentary, Drama, Animation",Evening,Family,Yes,Yes,4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,4,1,Yes
26,Female,5204,Other,Tier-1 City,Monthly,72,4,"Horror, Comedy, Drama, Sci-Fi, Action",Morning,Friends/Group,No,Yes,2,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,5,1,Yes
45,Male,3387,Homemaker,Tier-2 City,Never,108,2,"Romance, Documentary, Horror, Drama, Sci-Fi",Evening,Family,Yes,No,5,Yes,No,Yes,Yes,Yes,No,Yes,No,No,4,3,Yes
16,Female,1914,Student,Tier-1 City,Monthly,57,5,"Sci-Fi, Drama, Other, Animation, Documentary, Romance, Comedy, Action, Horror",Night,Friends/Group,Yes,No,2,No,Yes,No,Yes,Yes,No,Yes,Yes,No,5,3,Yes
49,Female,3444,Retired,Town,Rarely,23,4,"Horror, Other, Romance, Animation, Documentary, Drama",Night,Family,No,Yes,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4,2,Yes
37,Male,2871,Homemaker,Town,Weekly,76,2,"Drama, Romance, Horror, Animation, Documentary, Other",Morning,Family,No,Yes,5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,3,Yes
31,Male,2388,Other,Tier-2 City,Never,93,1,"Documentary, Comedy, Other, Romance, Sci-Fi, Action",Evening,Family,Yes,No,5,Yes,Yes,No,Yes,Yes,No,No,No,Yes,1,4,Yes
40,Male,1350,Student,Tier-1 City,Rarely,54,3,"Drama, Horror, Other, Romance, Action, Sci-Fi",Morning,Partner,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,3,2,Yes
22,Prefer not to say,6442,Working Professional,Town,Rarely,91,5,"Other, Action, Animation, Sci-Fi",Evening,Partner,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,1,5,Yes
43,Male,2493,Working Professional,Tier-1 City,Never,54,5,"Animation, Horror, Action, Sci-Fi, Drama, Documentary, Romance, Other",Evening,Friends/Group,Yes,Yes,5,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,4,Yes
40,Male,1541,Other,Tier-1 City,Rarely,72,3,"Animation, Horror, Other, Sci-Fi, Drama, Comedy",Night,Partner,No,No,2,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1,2,Yes
24,Male,2146,Student,Tier-1 City,Never,90,1,"Other, Comedy, Horror, Drama, Sci-Fi, Action, Romance",Night,Friends/Group,Yes,No,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,2,Yes
40,Male,2336,Retired,Tier-2 City,Never,51,2,"Drama, Other, Horror, Comedy, Romance",Evening,Alone,No,Yes,2,No,Yes,Yes,Yes,Yes,No,No,Yes,No,4,2,Yes
48,Non-binary,5393,Homemaker,Tier-1 City,Occasionally,78,3,"Drama, Documentary, Other, Action, Comedy, Horror, Romance, Animation",Evening,Alone,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,1,Yes
55,Prefer not to say,4307,Student,Town,Monthly,99,2,"Romance, Horror, Action, Other, Comedy, Drama",Evening,Partner,Yes,No,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,2,Yes
21,Female,4666,Working Professional,Tier-1 City,Rarely,84,2,"Documentary, Other, Action, Animation, Drama, Romance, Sci-Fi",Night,Alone,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No,Yes,No,No,4,1,Yes
18,Male,1027,Other,Town,Rarely,60,2,"Sci-Fi, Other, Documentary, Animation, Romance, Comedy, Horror, Drama",Night,Alone,Yes,Yes,5,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,2,Yes
59,Non-binary,2345,Other,Tier-1 City,Occasionally,105,1,"Comedy, Sci-Fi, Horror, Other, Documentary, Animation",Afternoon,Family,No,Yes,3,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,5,4,Yes
25,Non-binary,2641,Homemaker,Town,Occasionally,88,1,"Romance, Documentary, Animation, Horror, Sci-Fi, Action",Evening,Family,No,No,2,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,1,1,Yes
43,Non-binary,1048,Other,Town,Occasionally,148,2,"Drama, Documentary, Comedy, Animation, Action, Other, Sci-Fi, Horror",Afternoon,Friends/Group,Yes,Yes,1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3,4,No
50,Female,1752,Other,Tier-1 City,Weekly,92,4,"Drama, Romance, Sci-Fi, Documentary, Action",Evening,Alone,No,Yes,5,No,Yes,No,Yes,No,No,Yes,Yes,Yes,4,3,Yes
39,Male,4570,Student,Tier-1 City,Weekly,63,5,"Horror, Animation, Documentary, Drama, Action, Other, Romance, Comedy, Sci-Fi",Night,Friends/Group,Yes,Yes,5,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,1,No
35,Prefer not to say,1368,Retired,Town,Weekly,78,1,"Drama, Animation, Action, Comedy, Documentary",Afternoon,Friends/Group,No,Yes,3,No,Yes,No,Yes,Yes,No,No,No,Yes,1,1,No
50,Prefer not to say,2915,Homemaker,Rural Area,Never,95,4,"Drama, Other, Romance, Sci-Fi, Action",Afternoon,Alone,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,No
24,Non-binary,1605,Student,Tier-2 City,Rarely,64,4,"Drama, Action, Comedy, Other, Animation, Horror, Romance, Documentary",Morning,Partner,Yes,Yes,4,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,1,Yes
51,Female,1030,Retired,Rural Area,Monthly,42,5,"Sci-Fi, Comedy, Documentary, Horror, Other, Romance, Animation, Action, Drama",Evening,Alone,No,Yes,1,No,Yes,Yes,No,Yes,Yes,No,Yes,No,5,4,Yes
23,Female,1690,Student,Rural Area,Never,105,2,"Drama, Other, Sci-Fi, Romance, Animation, Documentary, Action",Night,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,5,Yes
38,Female,10311,Student,Tier-1 City,Rarely,98,4,"Romance, Documentary, Sci-Fi, Animation, Action, Comedy, Horror, Drama, Other",Morning,Alone,Yes,Yes,1,No,No,No,No,Yes,No,Yes,Yes,Yes,2,2,Yes
49,Prefer not to say,5042,Other,Tier-2 City,Rarely,73,4,"Action, Horror, Sci-Fi, Animation",Morning,Partner,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,No,No,Yes,5,1,Yes
49,Non-binary,9020,Retired,Rural Area,Occasionally,92,4,"Animation, Drama, Sci-Fi, Action, Comedy, Horror, Documentary, Romance, Other",Evening,Friends/Group,Yes,No,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5,2,No
50,Male,2672,Homemaker,Tier-1 City,Occasionally,67,2,"Documentary, Drama, Sci-Fi, Animation",Morning,Friends/Group,Yes,No,4,No,Yes,Yes,Yes,Yes,No,No,No,Yes,5,3,Yes
32,Prefer not to say,1290,Homemaker,Rural Area,Never,76,2,"Animation, Other, Drama, Action",Evening,Family,No,Yes,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,2,Yes
53,Non-binary,2984,Retired,Rural Area,Occasionally,72,1,"Other, Animation, Comedy, Horror, Romance, Drama, Sci-Fi, Action, Documentary",Morning,Family,Yes,No,1,Yes,No,No,Yes,Yes,Yes,Yes,No,No,2,1,Yes
46,Non-binary,2514,Other,Tier-1 City,Rarely,68,1,"Sci-Fi, Documentary, Animation, Comedy, Action",Evening,Family,Yes,Yes,5,No,Yes,Yes,Yes,Yes,No,No,No,Yes,4,2,Yes
38,Male,5650,Working Professional,Tier-1 City,Occasionally,82,4,"Other, Animation, Drama, Comedy, Action, Sci-Fi",Night,Friends/Group,No,No,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,1,Yes
37,Male,1258,Student,Tier-1 City,Weekly,50,2,"Other, Comedy, Sci-Fi, Action, Horror, Documentary, Drama, Animation",Evening,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,Yes
46,Male,2674,Other,Tier-2 City,Occasionally,69,2,"Romance, Comedy, Documentary, Horror, Sci-Fi, Drama, Animation",Evening,Alone,Yes,Yes,3,No,Yes,Yes,Yes,Yes,No,No,Yes,No,5,5,Yes
51,Female,1406,Retired,Rural Area,Rarely,81,5,"Animation, Romance, Sci-Fi, Drama, Horror, Comedy, Other, Documentary",Afternoon,Friends/Group,No,Yes,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,4,Yes
26,Male,1981,Student,Tier-1 City,Never,111,4,"Romance, Documentary, Drama, Animation, Sci-Fi",Night,Partner,No,Yes,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,2,No
27,Non-binary,4342,Homemaker,Town,Monthly,51,1,"Animation, Drama, Other, Romance, Action, Comedy",Night,Friends/Group,No,No,2,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4,2,No
37,Male,2615,Working Professional,Rural Area,Occasionally,85,5,"Drama, Comedy, Documentary, Sci-Fi, Horror, Other, Romance",Night,Alone,No,Yes,1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,1,4,Yes
39,Non-binary,2178,Homemaker,Town,Rarely,87,2,"Action, Drama, Horror, Romance, Other, Sci-Fi, Animation, Comedy",Morning,Alone,Yes,Yes,3,Yes,Yes,No,No,Yes,No,No,Yes,No,4,2,No
49,Prefer not to say,2254,Retired,Tier-2 City,Monthly,37,1,"Animation, Comedy, Action, Drama, Documentary, Romance, Other, Horror",Afternoon,Family,No,Yes,4,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,5,5,Yes
55,Female,2537,Student,Tier-1 City,Monthly,83,4,"Animation, Other, Sci-Fi, Romance, Documentary, Drama, Horror, Action, Comedy",Night,Friends/Group,Yes,No,5,Yes,Yes,No,No,Yes,No,No,Yes,No,2,3,Yes
44,Prefer not to say,4842,Retired,Town,Weekly,92,2,"Documentary, Other, Action, Comedy, Sci-Fi, Drama, Animation, Horror, Romance",Morning,Friends/Group,No,Yes,4,No,No,Yes,Yes,Yes,No,No,No,Yes,2,4,Yes
31,Prefer not to say,6566,Student,Tier-2 City,Monthly,86,4,"Drama, Action, Other, Comedy, Documentary, Romance, Sci-Fi, Horror",Morning,Friends/Group,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,2,4,Yes
34,Non-binary,8771,Other,Tier-1 City,Rarely,73,5,"Romance, Animation, Horror, Sci-Fi, Comedy, Action, Drama",Morning,Partner,No,No,1,No,Yes,Yes,Yes,Yes,No,No,Yes,No,2,3,Yes
39,Prefer not to say,4865,Working Professional,Town,Rarely,81,5,"Comedy, Other, Sci-Fi, Drama, Animation, Romance, Documentary, Horror, Action",Afternoon,Family,No,Yes,4,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,1,4,Yes
36,Non-binary,1947,Other,Town,Occasionally,78,5,"Horror, Documentary, Other, Sci-Fi, Action, Drama, Romance, Comedy",Morning,Alone,No,Yes,2,Yes,No,Yes,Yes,No,No,No,No,No,1,1,Yes
27,Male,3912,Other,Tier-2 City,Occasionally,41,3,"Comedy, Other, Sci-Fi, Drama, Romance, Action, Animation, Documentary",Afternoon,Alone,Yes,No,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,3,Yes
33,Male,2438,Retired,Tier-1 City,Occasionally,78,4,"Sci-Fi, Documentary, Horror, Other, Animation, Comedy, Romance, Drama",Evening,Family,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,1,Yes
50,Non-binary,1734,Working Professional,Tier-1 City,Monthly,67,5,"Documentary, Action, Horror, Other, Drama, Romance, Comedy, Animation, Sci-Fi",Morning,Alone,No,Yes,5,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2,2,Yes
26,Male,5595,Student,Town,Monthly,60,5,"Animation, Romance, Sci-Fi, Other, Action, Drama",Night,Alone,No,Yes,1,Yes,No,Yes,Yes,Yes,No,No,No,Yes,3,1,Yes
55,Female,1097,Student,Town,Weekly,124,4,"Sci-Fi, Comedy, Horror, Romance, Drama",Morning,Family,Yes,No,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,1,No
33,Prefer not to say,6800,Homemaker,Town,Occasionally,100,5,"Other, Drama, Horror, Documentary",Evening,Alone,No,Yes,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,3,5,Yes
26,Female,2547,Student,Tier-1 City,Never,51,4,"Horror, Sci-Fi, Comedy, Romance, Animation, Other",Evening,Friends/Group,No,No,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,Yes
23,Prefer not to say,3534,Retired,Tier-2 City,Weekly,81,2,"Horror, Other, Romance, Comedy, Drama, Animation, Action, Sci-Fi, Documentary",Morning,Partner,Yes,No,2,Yes,No,No,Yes,Yes,No,No,Yes,No,3,5,Yes
21,Male,3692,Other,Tier-2 City,Never,104,4,"Romance, Drama, Animation, Action, Other, Sci-Fi, Documentary, Comedy",Evening,Family,No,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,2,Yes
42,Female,6637,Other,Tier-1 City,Monthly,45,4,"Action, Other, Animation, Horror, Drama, Sci-Fi, Comedy, Romance",Afternoon,Partner,Yes,No,2,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1,1,Yes
28,Male,3531,Other,Rural Area,Weekly,76,3,"Drama, Sci-Fi, Horror, Comedy, Documentary, Romance, Action",Afternoon,Alone,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,4,Yes
45,Prefer not to say,3379,Working Professional,Tier-2 City,Weekly,77,2,"Animation, Documentary, Sci-Fi, Action, Other, Drama, Comedy, Romance",Morning,Alone,Yes,Yes,3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,5,4,Yes
33,Non-binary,1172,Student,Town,Rarely,49,3,"Comedy, Documentary, Drama, Romance, Action, Sci-Fi, Animation",Afternoon,Friends/Group,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,Yes
30,Non-binary,2826,Retired,Rural Area,Monthly,82,5,"Animation, Comedy, Drama, Other, Sci-Fi",Afternoon,Family,No,No,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,5,Yes
19,Female,1406,Working Professional,Rural Area,Monthly,97,4,"Drama, Sci-Fi, Comedy, Other, Horror, Romance",Night,Alone,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,3,Yes
49,Male,4343,Homemaker,Tier-2 City,Weekly,105,2,"Drama, Documentary, Horror, Comedy, Animation, Other",Morning,Family,No,Yes,4,No,Yes,No,Yes,Yes,No,Yes,No,Yes,2,5,No
26,Male,2794,Retired,Rural Area,Monthly,70,3,"Animation, Sci-Fi, Horror, Comedy, Documentary, Romance",Evening,Family,No,Yes,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,5,No
39,Female,3850,Retired,Rural Area,Weekly,125,4,"Horror, Comedy, Romance, Drama, Documentary, Other, Sci-Fi, Action",Morning,Family,No,Yes,1,No,No,Yes,Yes,Yes,No,Yes,Yes,No,5,3,Yes
35,Non-binary,1106,Retired,Tier-2 City,Rarely,33,1,"Drama, Documentary, Animation, Action, Comedy",Afternoon,Family,Yes,Yes,5,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1,2,Yes
50,Prefer not to say,1221,Other,Tier-2 City,Weekly,82,3,"Documentary, Drama, Animation, Romance, Sci-Fi, Other, Comedy",Night,Family,No,Yes,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,4,No
37,Female,4149,Retired,Rural Area,Monthly,46,2,"Sci-Fi, Action, Horror, Documentary, Comedy, Romance",Morning,Partner,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4,2,Yes
30,Prefer not to say,1187,Student,Town,Monthly,76,3,"Sci-Fi, Documentary, Animation, Romance, Action",Morning,Friends/Group,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,3,Yes
53,Non-binary,1184,Retired,Tier-1 City,Weekly,64,3,"Romance, Sci-Fi, Drama, Animation, Documentary, Other, Comedy",Afternoon,Family,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,1,Yes
59,Male,1030,Other,Rural Area,Weekly,85,3,"Animation, Comedy, Drama, Romance",Afternoon,Partner,Yes,No,4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4,5,Yes
56,Non-binary,8837,Retired,Rural Area,Weekly,72,5,"Horror, Drama, Animation, Documentary, Romance, Sci-Fi, Other, Comedy",Morning,Alone,No,No,2,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2,4,No
53,Female,4343,Homemaker,Town,Occasionally,58,1,"Documentary, Comedy, Horror, Sci-Fi, Drama, Animation, Romance, Action, Other",Afternoon,Family,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,No,No,Yes,2,2,Yes
28,Male,2089,Homemaker,Rural Area,Monthly,59,2,"Romance, Animation, Other, Sci-Fi, Documentary, Horror, Action, Drama, Comedy",Afternoon,Alone,No,Yes,1,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,3,2,Yes
45,Female,1879,Other,Rural Area,Monthly,113,2,"Horror, Romance, Drama, Documentary, Animation, Sci-Fi",Afternoon,Family,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,No,No,Yes,1,4,No
19,Female,2075,Student,Tier-1 City,Occasionally,83,2,"Animation, Sci-Fi, Horror, Drama, Documentary, Other, Comedy, Action",Afternoon,Partner,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,3,5,No
49,Non-binary,4725,Student,Tier-1 City,Weekly,40,4,"Action, Drama, Romance, Comedy, Documentary",Afternoon,Partner,No,Yes,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,Yes
37,Female,3707,Working Professional,Tier-1 City,Rarely,86,2,"Comedy, Horror, Other, Documentary, Action, Sci-Fi, Romance, Animation, Drama",Night,Partner,No,No,1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,2,Yes
43,Non-binary,1512,Other,Tier-2 City,Weekly,71,2,"Animation, Comedy, Action, Drama",Afternoon,Friends/Group,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,4,Yes
57,Male,1478,Retired,Tier-2 City,Weekly,75,1,"Drama, Comedy, Romance, Horror, Other, Documentary, Action, Animation",Evening,Alone,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,2,Yes
25,Non-binary,1258,Other,Tier-1 City,Occasionally,91,4,"Drama, Other, Sci-Fi, Comedy, Action, Animation, Documentary",Morning,Friends/Group,Yes,Yes,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,5,5,No
32,Male,3699,Working Professional,Tier-1 City,Monthly,98,4,"Romance, Documentary, Horror, Sci-Fi, Drama, Animation",Night,Family,Yes,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,2,5,Yes
26,Non-binary,4613,Other,Tier-2 City,Weekly,57,3,"Other, Drama, Sci-Fi, Animation, Horror",Night,Alone,No,Yes,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,1,1,Yes
23,Prefer not to say,1769,Other,Town,Monthly,74,5,"Animation, Sci-Fi, Drama, Horror, Documentary, Comedy, Action, Romance, Other",Afternoon,Partner,No,No,5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,4,Yes
24,Prefer not to say,1052,Working Professional,Rural Area,Never,64,4,"Animation, Sci-Fi, Comedy, Drama, Action, Documentary",Morning,Alone,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,4,Yes
58,Female,1214,Student,Rural Area,Monthly,86,4,"Drama, Romance, Other, Horror, Sci-Fi, Action, Animation, Comedy",Evening,Partner,No,Yes,1,No,Yes,No,Yes,Yes,No,No,No,Yes,2,3,Yes
31,Non-binary,9594,Retired,Tier-1 City,Rarely,70,1,"Sci-Fi, Action, Animation, Horror, Drama, Comedy, Documentary",Afternoon,Friends/Group,Yes,Yes,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3,4,Yes
52,Non-binary,1875,Working Professional,Town,Rarely,75,2,"Romance, Horror, Documentary, Sci-Fi, Animation, Other, Action, Drama",Morning,Friends/Group,Yes,No,1,Yes,No,Yes,Yes,No,No,No,No,No,4,4,Yes
21,Male,4665,Homemaker,Tier-2 City,Weekly,69,4,"Animation, Other, Comedy, Drama, Action, Horror, Romance, Sci-Fi, Documentary",Afternoon,Partner,Yes,Yes,4,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,5,2,Yes
27,Female,3449,Student,Tier-1 City,Monthly,72,4,"Other, Sci-Fi, Horror, Comedy, Action, Romance",Afternoon,Partner,No,Yes,3,No,Yes,Yes,Yes,No,No,No,No,Yes,1,1,No
54,Non-binary,2202,Homemaker,Town,Weekly,109,5,"Sci-Fi, Comedy, Romance, Horror, Other",Afternoon,Family,Yes,No,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3,3,Yes
56,Female,1575,Student,Town,Occasionally,122,1,"Sci-Fi, Documentary, Comedy, Drama, Action, Animation, Other",Afternoon,Friends/Group,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,4,Yes
23,Prefer not to say,1323,Retired,Town,Rarely,82,5,"Action, Drama, Other, Documentary, Romance, Comedy, Sci-Fi, Horror",Afternoon,Friends/Group,Yes,Yes,1,No,Yes,Yes,No,Yes,No,Yes,No,Yes,5,2,Yes
41,Non-binary,3386,Retired,Tier-2 City,Weekly,73,4,"Action, Horror, Other, Comedy, Animation, Documentary, Sci-Fi, Romance, Drama",Afternoon,Family,Yes,Yes,4,No,No,Yes,Yes,Yes,No,Yes,No,Yes,5,3,Yes
16,Non-binary,4725,Other,Tier-2 City,Occasionally,43,4,"Documentary, Romance, Horror, Other, Action, Drama",Afternoon,Friends/Group,No,Yes,1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,1,Yes
19,Female,3581,Homemaker,Rural Area,Weekly,59,1,"Drama, Action, Other, Horror",Evening,Partner,Yes,Yes,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,1,Yes
43,Non-binary,2889,Student,Rural Area,Monthly,72,3,"Other, Documentary, Comedy, Animation",Night,Alone,Yes,Yes,5,No,Yes,No,No,No,Yes,No,No,Yes,4,1,Yes
